1,48,91
1,49,91
1,50,91
1,51,91
1,52,91
1,53,91
1,54,91
1,55,92
1,56,92
1,57,92
1,58,92
1,59,92
1,60,92
1,61,91
1,62,91
1,63,92
1,64,92
1,65,92
1,66,92
1,67,92
1,68,92
1,69,91
1,70,91
1,71,91
1,72,91
1,73,91
1,74,91
1,75,91
1,76,92
1,77,93
1,78,94
1,79,95
1,80,96
1,80,97
1,80,98
1,80,99
1,80,100
1,80,101
1,81,102
1,81,103
1,81,104
1,82,105
1,82,106
1,82,107
1,82,108
1,83,109
1,83,110
1,84,111
1,85,112
1,86,113
1,87,114
1,88,114
1,89,114
1,90,114
1,91,115
1,92,115
1,93,115
1,94,114
1,95,114
1,96,114
1,97,113
1,98,113
1,99,112
1,100,111
1,100,110
1,101,109
1,102,108
1,102,107
1,103,106
1,103,105
1,103,104
1,103,103
1,103,102
1,103,101
1,104,100
1,103,99
1,103,98
1,103,97
1,103,96
1,103,95
1,103,94
1,103,93
1,103,92
1,103,91
1,103,90
1,103,89
1,103,88
1,102,87
1,102,86
1,102,85
1,102,84
1,102,83
1,102,82
1,102,81
1,102,80
1,101,79
1,101,78
1,101,77
1,100,76
1,99,75
1,98,74
1,97,73
1,96,73
1,95,72
1,94,72
1,93,71
1,92,71
1,91,70
1,90,70
1,89,69
1,88,69
1,87,68
1,86,68
1,85,67
1,84,67
1,83,66
1,82,65
1,81,64
1,80,63
1,79,62
1,78,61
1,77,60
1,76,59
1,75,58
1,74,57
1,73,56
1,72,55
1,72,54
1,71,53
1,70,52
1,69,51
1,68,50
1,67,49
1,66,48
1,65,47
1,65,46
1,64,45
1,64,44
1,63,43
1,62,42
1,62,41
1,61,40
1,60,39
2,51,90
2,52,90
2,53,91
2,54,92
2,55,92
2,56,92
2,57,92
2,58,92
2,59,92
2,60,92
2,61,91
2,62,91
2,63,91
2,64,91
2,65,91
2,66,91
2,67,90
2,68,90
2,69,90
2,70,89
2,71,89
2,72,89
2,73,88
2,74,88
2,75,88
2,76,89
2,77,89
2,78,90
2,79,91
2,79,92
2,80,93
2,80,94
2,80,95
2,80,96
2,81,97
2,80,98
2,80,99
2,80,100
2,80,101
2,80,102
2,81,103
2,81,104
2,82,105
2,82,106
2,82,107
2,83,108
2,83,109
2,83,110
2,84,111
2,85,112
2,86,113
2,87,114
2,88,115
2,89,115
2,90,116
2,91,116
2,92,116
2,93,116
2,94,116
2,95,115
2,96,115
2,97,114
2,98,113
2,99,112
2,100,111
2,100,110
2,101,109
2,101,108
2,102,107
2,102,106
2,102,105
2,103,104
2,103,103
2,103,102
2,103,101
2,104,100
